0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 18.431372549019606, 0, 0.0, 66,
0.0, 
