0, 22.352941176470587, 693.5, 84,
12.156862745098039, 0, 22.352941176470587, 697.5, 84,
12.156862745098039, 0, 22.352941176470587, 697.0, 83,
12.156862745098039, 0, 22.352941176470587, 699.0, 84,
12.549019607843137, 0, 22.352941176470587, 699.0, 83,
12.156862745098039, 0, 22.352941176470587, 701.5, 84,
12.156862745098039, 0, 22.352941176470587, 703.5, 84,
12.156862745098039, 0, 22.352941176470587, 698.5, 83,
12.156862745098039, 0, 22.352941176470587, 697.0, 84,
12.156862745098039, 0, 22.352941176470587, 699.0, 84,
12.156862745098039, 0, 22.352941176470587, 698.0, 84,
12.156862745098039, 0, 22.352941176470587, 702.0, 84,
12.156862745098039, 0, 22.352941176470587, 695.5, 84,
12.549019607843137, 0, 22.352941176470587, 697.0, 83,
12.156862745098039, 0, 22.352941176470587, 697.0, 84,
12.156862745098039, 0, 22.352941176470587, 699.5, 84,
12.156862745098039, 0, 21.96078431372549, 697.0, 83,
12.156862745098039, 0, 22.352941176470587, 703.5, 84,
12.156862745098039, 0, 22.352941176470587, 696.5, 84,
12.156862745098039, 0, 22.352941176470587, 698.0, 83,
12.549019607843137, 0, 22.352941176470587, 697.0, 84,
12.156862745098039, 0, 22.352941176470587, 699.5, 84,
12.156862745098039, 0, 21.96078431372549, 702.5, 84,
12.156862745098039, 0, 22.352941176470587, 698.0, 84,
12.156862745098039, 0, 22.352941176470587, 700.5, 84,
12.156862745098039, 0, 22.352941176470587, 700.0, 84,
12.156862745098039, 0, 22.352941176470587, 700.5, 84,
12.156862745098039, 0, 22.352941176470587, 701.0, 84,
12.156862745098039, 0, 22.352941176470587, 699.0, 84,
12.156862745098039, 0, 22.352941176470587, 695.0, 84,
12.156862745098039, 0, 22.352941176470587, 702.0, 84,
12.156862745098039, 0, 22.352941176470587, 702.0, 84,
12.156862745098039, 0, 21.96078431372549, 696.0, 84,
12.549019607843137, 0, 22.352941176470587, 701.5, 84,
