29, 60.0, 1451.0, 84,
25.098039215686274, 31, 66.66666666666667, 1512.5, 83,
25.88235294117647, 31, 29.019607843137255, 1534.5, 83,
18.03921568627451, 32, 38.03921568627451, 1564.0, 83,
18.431372549019606, 32, 27.84313725490196, 1551.5, 83,
13.333333333333334, 31, 15.686274509803921, 1513.0, 83,
13.333333333333334, 31, 14.901960784313726, 1492.5, 83,
13.333333333333334, 29, 14.901960784313726, 1442.0, 83,
12.941176470588236, 29, 14.509803921568627, 1401.0, 83,
12.941176470588236, 28, 14.117647058823529, 1344.5, 83,
12.549019607843137, 27, 13.72549019607843, 1286.5, 83,
14.509803921568627, 26, 25.098039215686274, 1247.5, 82,
16.470588235294116, 26, 32.549019607843135, 1277.5, 83,
16.862745098039216, 26, 35.294117647058826, 1305.5, 82,
16.862745098039216, 27, 39.21568627450981, 1332.5, 83,
17.254901960784313, 28, 39.6078431372549, 1372.0, 83,
14.901960784313726, 28, 23.137254901960784, 1371.0, 83,
13.333333333333334, 27, 18.03921568627451, 1324.5, 83,
13.333333333333334, 27, 16.862745098039216, 1310.0, 83,
13.333333333333334, 26, 16.07843137254902, 1285.5, 83,
13.333333333333334, 26, 19.607843137254903, 1300.5, 83,
16.470588235294116, 26, 34.11764705882353, 1292.5, 83,
16.862745098039216, 26, 37.64705882352941, 1306.5, 83,
17.254901960784313, 27, 38.431372549019606, 1339.5, 83,
12.549019607843137, 27, 20.784313725490197, 1323.5, 83,
13.333333333333334, 27, 17.647058823529413, 1309.0, 83,
13.333333333333334, 27, 16.470588235294116, 1292.5, 83,
13.333333333333334, 26, 18.03921568627451, 923.5, 83,
12.549019607843137, 25, 19.215686274509803, 822.0, 83,
12.156862745098039, 25, 18.823529411764707, 1284.5, 84,
13.333333333333334, 24, 16.07843137254902, 1230.0, 84,
15.294117647058824, 24, 28.235294117647058, 1196.5, 84,
15.686274509803921, 24, 22.745098039215687, 1083.5, 84,
12.156862745098039, 24, 20.0, 849.0, 84,
12.156862745098039, 23, 16.07843137254902, 1154.5, 84,
12.941176470588236, 23, 15.686274509803921, 1081.0, 84,
12.941176470588236, 22, 16.07843137254902, 1062.0, 84,
12.549019607843137, 21, 16.07843137254902, 1072.0, 84,
14.117647058823529, 21, 24.313725490196077, 1059.5, 84,
12.549019607843137, 21, 25.88235294117647, 1066.5, 84,
15.294117647058824, 22, 34.11764705882353, 1089.5, 84,
16.470588235294116, 23, 42.745098039215684, 1135.0, 84,
16.862745098039216, 24, 43.92156862745098, 1178.0, 84,
17.254901960784313, 25, 38.8235294117647, 1229.5, 84,
16.470588235294116, 26, 33.333333333333336, 1261.5, 84,
12.549019607843137, 26, 19.607843137254903, 1259.0, 84,
13.333333333333334, 26, 17.647058823529413, 1242.5, 84,
13.333333333333334, 25, 16.862745098039216, 1235.0, 84,
13.333333333333334, 25, 16.862745098039216, 1224.0, 84,
13.333333333333334, 25, 16.862745098039216, 1223.5, 84,
13.333333333333334, 25, 16.07843137254902, 1221.5, 84,
13.333333333333334, 25, 18.03921568627451, 883.0, 84,
12.549019607843137, 24, 20.784313725490197, 801.0, 84,
12.549019607843137, 21, 21.96078431372549, 791.5, 84,
12.549019607843137, 19, 21.96078431372549, 793.5, 84,
12.941176470588236, 15, 23.137254901960784, 793.0, 84,
12.549019607843137, 11, 22.352941176470587, 791.5, 84,
12.549019607843137, 8, 22.745098039215687, 798.5, 84,
12.941176470588236, 6, 22.745098039215687, 825.0, 84,
12.941176470588236, 3, 22.745098039215687, 833.5, 83,
12.941176470588236, 0, 22.745098039215687, 841.5, 83,
12.941176470588236, 0, 21.96078431372549, 800.5, 83,
12.156862745098039, 0, 21.96078431372549, 733.5, 83,
12.549019607843137, 0, 23.137254901960784, 723.5, 83,
12.941176470588236, 0, 24.705882352941178, 717.5, 83,
12.156862745098039, 0, 23.92156862745098, 716.5, 83,
12.941176470588236, 0, 24.705882352941178, 716.5, 83,
12.549019607843137, 0, 23.92156862745098, 704.0, 83,
12.549019607843137, 0, 24.313725490196077, 704.5, 83,
12.156862745098039, 0, 23.92156862745098, 698.5, 83,
12.156862745098039, 0, 23.137254901960784, 685.5, 83,
12.941176470588236, 0, 24.705882352941178, 704.0, 83,
12.549019607843137, 1, 23.92156862745098, 708.0, 83,
12.156862745098039, 1, 23.529411764705884, 690.5, 83,
12.941176470588236, 1, 25.098039215686274, 698.0, 83,
13.72549019607843, 0, 25.88235294117647, 757.0, 83,
12.156862745098039, 0, 23.137254901960784, 711.5, 83,
12.549019607843137, 0, 23.92156862745098, 707.5, 83,
12.549019607843137, 0, 24.313725490196077, 704.0, 83,
12.549019607843137, 0, 24.705882352941178, 702.0, 83,
12.549019607843137, 0, 24.705882352941178, 698.5, 84,
12.549019607843137, 0, 24.705882352941178, 706.0, 84,
12.549019607843137, 0, 24.313725490196077, 697.5, 84,
12.549019607843137, 0, 25.098039215686274, 694.0, 84,
12.549019607843137, 0, 24.705882352941178, 705.5, 84,
12.941176470588236, 0, 25.098039215686274, 708.5, 84,
12.549019607843137, 0, 24.705882352941178, 706.0, 84,
12.549019607843137, 0, 25.098039215686274, 700.0, 84,
