14.509803921568627, 27.84313725490196, 651.0, 91,
0, 14.509803921568627, 27.84313725490196, 639.5, 91,
0, 14.509803921568627, 27.84313725490196, 641.5, 91,
0, 14.509803921568627, 27.84313725490196, 657.5, 91,
0, 14.509803921568627, 27.84313725490196, 659.5, 91,
0, 14.509803921568627, 27.84313725490196, 644.5, 91,
0, 14.509803921568627, 27.84313725490196, 640.5, 91,
0, 14.509803921568627, 27.84313725490196, 647.5, 91,
0, 14.509803921568627, 27.84313725490196, 656.0, 91,
0, 14.509803921568627, 27.84313725490196, 650.0, 91,
0, 14.509803921568627, 28.235294117647058, 640.0, 91,
0, 14.509803921568627, 28.235294117647058, 642.5, 91,
0, 14.509803921568627, 28.235294117647058, 654.5, 91,
0, 14.509803921568627, 28.235294117647058, 654.0, 91,
0, 14.509803921568627, 28.235294117647058, 643.5, 91,
0, 14.509803921568627, 28.235294117647058, 641.0, 91,
0, 14.509803921568627, 28.235294117647058, 649.5, 91,
0, 14.509803921568627, 28.235294117647058, 659.5, 91,
0, 14.509803921568627, 27.84313725490196, 646.5, 91,
0, 14.509803921568627, 28.235294117647058, 639.0, 91,
0, 14.509803921568627, 28.235294117647058, 657.5, 91,
0, 14.509803921568627, 28.235294117647058, 653.0, 91,
0, 14.509803921568627, 28.235294117647058, 644.5, 91,
0, 14.509803921568627, 27.84313725490196, 638.5, 91,
0, 14.509803921568627, 27.84313725490196, 649.5, 91,
0, 14.509803921568627, 28.235294117647058, 656.5, 91,
0, 14.509803921568627, 28.235294117647058, 648.5, 91,
0, 14.509803921568627, 27.84313725490196, 639.0, 91,
0, 14.509803921568627, 28.235294117647058, 645.5, 91,
0, 14.509803921568627, 27.84313725490196, 659.5, 91,
0, 14.509803921568627, 28.235294117647058, 655.0, 91,
0, 14.509803921568627, 28.235294117647058, 643.0, 91,
0, 14.509803921568627, 27.84313725490196, 641.5, 91,
0, 14.509803921568627, 27.84313725490196, 649.5, 91,
0, 14.509803921568627, 28.235294117647058, 657.0, 91,
0, 14.509803921568627, 28.235294117647058, 652.5, 91,
0, 14.509803921568627, 28.235294117647058, 645.5, 92,
0, 14.901960784313726, 29.41176470588235, 640.5, 92,
0, 14.509803921568627, 28.235294117647058, 655.5, 92,
0, 14.509803921568627, 28.235294117647058, 653.0, 92,
